epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,5309.94,0.9068,0.9532,1.24701,0.66177,0.60114,0.65568,0.52281,0.89352,1.2007,1.24706,0.00010405,0.00010405,0.00010405
183,5339.03,0.93409,1.00828,1.28159,0.70866,0.55845,0.66901,0.53667,0.87811,1.21152,1.23138,9.91e-05,9.91e-05,9.91e-05
184,5368.25,0.89133,0.98212,1.25571,0.64878,0.62857,0.6757,0.53288,0.90064,1.18633,1.23815,9.415e-05,9.415e-05,9.415e-05
185,5397.2,0.89943,0.97571,1.25206,0.6822,0.63146,0.67045,0.52878,0.89627,1.2166,1.23931,8.92e-05,8.92e-05,8.92e-05
186,5426.33,0.90027,0.94675,1.26153,0.63747,0.62757,0.67432,0.54323,0.86767,1.19924,1.22382,8.425e-05,8.425e-05,8.425e-05
187,5455.75,0.8991,0.96138,1.25894,0.6913,0.58794,0.67115,0.5368,0.88761,1.2022,1.22934,7.93e-05,7.93e-05,7.93e-05
188,5484.92,0.882,0.95462,1.25231,0.69407,0.60441,0.68366,0.53707,0.89738,1.17427,1.23951,7.435e-05,7.435e-05,7.435e-05
189,5513.97,0.89271,0.90505,1.2447,0.65709,0.63846,0.67816,0.53323,0.9032,1.19551,1.25134,6.94e-05,6.94e-05,6.94e-05
190,5542.96,0.90574,0.93233,1.24758,0.62119,0.65847,0.67832,0.53661,0.90205,1.22181,1.24865,6.445e-05,6.445e-05,6.445e-05
191,5573.36,0.74902,0.6123,1.11884,0.66158,0.63779,0.68403,0.54205,0.87465,1.19118,1.23162,5.95e-05,5.95e-05,5.95e-05
192,5602.44,0.72408,0.57239,1.10352,0.66711,0.65389,0.68327,0.53862,0.87916,1.1747,1.23863,5.455e-05,5.455e-05,5.455e-05
193,5631.58,0.71353,0.53021,1.11759,0.69794,0.65109,0.68634,0.54269,0.89378,1.16415,1.24561,4.96e-05,4.96e-05,4.96e-05
194,5661.19,0.71158,0.564,1.09035,0.72255,0.63904,0.69239,0.5503,0.89356,1.15194,1.2478,4.465e-05,4.465e-05,4.465e-05
195,5690.4,0.69815,0.5262,1.08658,0.6725,0.65284,0.68889,0.55303,0.88363,1.17165,1.24144,3.97e-05,3.97e-05,3.97e-05
196,5719.65,0.70385,0.52757,1.10221,0.72038,0.62185,0.69085,0.5554,0.86877,1.16436,1.23458,3.475e-05,3.475e-05,3.475e-05
197,5748.8,0.68842,0.50255,1.08093,0.70828,0.62445,0.68952,0.55139,0.85954,1.16408,1.22338,2.98e-05,2.98e-05,2.98e-05
198,5777.8,0.71592,0.55205,1.11497,0.68135,0.65555,0.68487,0.55253,0.85271,1.17538,1.22053,2.485e-05,2.485e-05,2.485e-05
199,5806.87,0.70295,0.5225,1.09037,0.67166,0.64963,0.68424,0.55092,0.85623,1.17746,1.22106,1.99e-05,1.99e-05,1.99e-05
200,5835.83,0.67593,0.50703,1.06986,0.65938,0.64722,0.68417,0.55232,0.85467,1.17294,1.2184,1.495e-05,1.495e-05,1.495e-05
